userName,score,at,content,clean,text_preprocessed,toSantance,polarity_score,polarity
Donal Silalahi,3,2023-01-31 02:12:47,"Transaksi anda gagal, kata operator/adminnya...terpaksa saya ulangi lagi, ternyata susah sukses.. Jadilah saya dua kali transfer, dan itu sering terjadi...",transaksi anda gagal kata operatoradminnyaterpaksa saya ulangi lagi ternyata susah sukses jadilah saya dua kali transfer dan itu sering terjadi,"['transaksi', 'gagal', 'operatoradminnyaterpaksa', 'ulang', 'susah', 'sukses', 'kali', 'transfer']",transaksi gagal operatoradminnyaterpaksa ulangi susah sukses kali transfer,0,neutral
Marcellino Apredita Yonathan,5,2023-01-31 02:07:52,"Penggunaan mudah, hanya untuk daftar ada beberapa hal yang agak sulit dipahami",penggunaan mudah hanya untuk daftar ada beberapa hal yang agak sulit dipahami,"['guna', 'mudah', 'daftar', 'sulit', 'paham']",penggunaan mudah daftar sulit dipahami,2,positive
Agnes Sinta,1,2023-01-31 02:01:31,Saya baru mendaftar semua lancar sampai pada pengisian nomer hp dan email disitu saat saya klik lanjutkan itu muncul kotak merah tulisan mohon maaf Brimo berhenti silahkan ke kantor untuk mendapatkan no SNIB atau NIB gitu tadi gimana nih Maksudnya bikin akun mbangking di aps ini karena tidak memiliki waktu untuk ke Katon BRI tapi malah begini jujur agak kecewa tolong diperjelas dan diperbaiki lagi agar lebih mudah dan bisa digunakan sebagaimana mestinya .,saya baru mendaftar semua lancar sampai pada pengisian nomer hp dan email disitu saat saya klik lanjutkan itu muncul kotak merah tulisan mohon maaf brimo berhenti silahkan ke kantor untuk mendapatkan no snib atau nib gitu tadi gimana nih maksudnya bikin akun mbangking di aps ini karena tidak memiliki waktu untuk ke katon bri tapi malah begini jujur agak kecewa tolong diperjelas dan diperbaiki lagi agar lebih mudah dan bisa digunakan sebagaimana mestinya,"['daftar', 'lancar', 'isi', 'nomer', 'hp', 'email', 'situ', 'klik', 'lanjut', 'muncul', 'kotak', 'merah', 'tulis', 'mohon', 'maaf', 'brimo', 'henti', 'silah', 'kantor', 'no', 'snib', 'nib', 'gitu', 'maksud', 'bikin', 'akun', 'mbangking', 'milik', 'katon', 'bri', 'jujur', 'kecewa', 'tolong', 'jelas', 'baik', 'mudah', 'mesti']",mendaftar lancar pengisian nomer hp email disitu klik lanjutkan muncul kotak merah tulisan mohon maaf brimo berhenti silahkan kantor no snib nib gitu maksudnya bikin akun mbangking memiliki katon bri jujur kecewa tolong diperjelas diperbaiki mudah mestinya,-5,negative
Rijal Nasrum,5,2023-01-31 01:50:29,Sangat memuaskan cepat.,sangat memuaskan cepat,"['muas', 'cepat']",memuaskan cepat,5,positive
Mariyanto Cimb,5,2023-01-31 01:48:36,Saya terbantu dengan saya menggunakan BRimo BRI,saya terbantu dengan saya menggunakan brimo bri,"['bantu', 'brimo', 'bri']",terbantu brimo bri,-1,negative
Doraemon Beny,5,2023-01-31 01:46:57,Nice guys,nice guys,"['nice', 'teman']",nice teman-teman,4,positive
Irlan Firdaus,1,2023-01-31 01:44:39,"Ini bank besar bukan abal abal tolong lah lebih stabil aplikasi nya, udah repot kadang nyala kadang kaga.",ini bank besar bukan abal abal tolong lah lebih stabil aplikasi nya udah repot kadang nyala kadang kaga,"['bank', 'abal', 'abal', 'tolong', 'stabil', 'aplikasi', 'nya', 'repot', 'kadang', 'nyala', 'kadang']",bank abal abal tolong stabil aplikasi nya repot kadang nyala kadang,1,positive
LISNA Lisna,5,2023-01-31 01:38:08,Sangat suka aplikasih ini,sangat suka aplikasih ini,"['suka', 'aplikasih']",suka aplikasih,2,positive
saiful asrovie,4,2023-01-31 01:37:08,Sangat memudahkan dalam bertransaksi. Trimakasih BRImo,sangat memudahkan dalam bertransaksi trimakasih brimo,"['mudah', 'transaksi', 'trimakasih', 'brimo']",memudahkan bertransaksi trimakasih brimo,11,positive
Petrus Hendro,2,2023-01-31 01:36:47,Jam 12 mlm sinyalnya jelek banget gak bisa cek saldo dll,jam  mlm sinyalnya jelek banget gak bisa cek saldo dll,"['jam', 'mlm', 'sinyal', 'jelek', 'banget', 'cek', 'saldo', 'dan', 'lain']",jam mlm sinyalnya jelek banget cek saldo dan lain-lain,-10,negative
Vick Mburung,1,2023-01-31 01:36:32,Sudah masuk data pribadi saya semua kembali ke menu suru masukan username dn paswot,sudah masuk data pribadi saya semua kembali ke menu suru masukan username dn paswot,"['masuk', 'data', 'pribadi', 'menu', 'suru', 'masuk', 'username', 'dn', 'paswot']",masuk data pribadi menu suru masukan username dn paswot,-9,negative
al rizal,1,2023-01-31 01:34:00,Tolong aplikasi ini di perbaiki...sulit sekali kita yang mau daftar...masalah jaringanlah Vidio nyalah fotonyalah....GI mau ada kepuasan jika seperti itu...,tolong aplikasi ini di perbaikisulit sekali kita yang mau daftarmasalah jaringanlah vidio nyalah fotonyalahgi mau ada kepuasan jika seperti itu,"['tolong', 'aplikasi', 'perbaikisulit', 'daftarmasalah', 'jaring', 'vidio', 'nyalah', 'fotonyalahgi', 'puas']",tolong aplikasi perbaikisulit daftarmasalah jaringanlah vidio nyalah fotonyalahgi kepuasan,3,positive
Abdul Gani,1,2023-01-31 01:26:38,"Tidak bisa masuk padahal akun sudah benar , ribet banget",tidak bisa masuk padahal akun sudah benar  ribet banget,"['masuk', 'akun', 'ribet', 'banget']",masuk akun ribet banget,-6,negative
Muh Gibran,5,2023-01-31 01:23:03,Mantap.. Tapi kok untuk bayar tagihan PDAM untuk wilayah Sulawesi barat kok GK bisa ya..?? Mohon di tingkatkan lgi,mantap tapi kok untuk bayar tagihan pdam untuk wilayah sulawesi barat kok gk bisa ya mohon di tingkatkan lgi,"['mantap', 'bayar', 'tagih', 'pdam', 'wilayah', 'sulawesi', 'barat', 'gk', 'iya', 'mohon', 'tingkat']",mantap bayar tagihan pdam wilayah sulawesi barat gk iya mohon tingkatkan,1,positive
Ainun Bilal,4,2023-01-31 01:21:24,Menggunakan ini lebih mudah tp sayang g ada ATM mau ke bnk males ngantrinya,menggunakan ini lebih mudah tp sayang g ada atm mau ke bnk males ngantrinya,"['mudah', 'sayang', 'g', 'atm', 'bnk', 'males', 'ngantrinya']",mudah sayang g atm bnk males ngantrinya,-1,negative
Santoso Jaya,5,2023-01-31 01:16:13,Sangat baik..dalam transaksi..,sangat baikdalam transaksi,"['baikdalam', 'transaksi']",baikdalam transaksi,4,positive
Felisha Bikrum Sakhi,5,2023-01-31 01:13:17,"Lebih mudah menggunakan BRImo ,,",lebih mudah menggunakan brimo,"['mudah', 'brimo']",mudah brimo,3,positive
handi putra,1,2023-01-31 01:10:17,"Mau daftar susah, verifikasi ngulang terus",mau daftar susah verifikasi ngulang terus,"['daftar', 'susah', 'verifikasi', 'ngulang']",daftar susah verifikasi ngulang,-5,negative
namaku dinda,5,2023-01-31 01:08:33,Suka urusan jd lancar,suka urusan jd lancar,"['suka', 'urus', 'lancar']",suka urusan lancar,4,positive
Nyank Mulyana,5,2023-01-31 01:06:17,BRIMO bikin hidup jadi mudah,brimo bikin hidup jadi mudah,"['brimo', 'bikin', 'hidup', 'mudah']",brimo bikin hidup mudah,1,positive
Jannatun aliyah,5,2023-01-31 01:00:19,bagus sangat membantu sekali terima kasih🙏,bagus sangat membantu sekali terima kasih,"['bagus', 'bantu', 'terima', 'kasih']",bagus membantu terima kasih,0,neutral
Berlian Alkatiri,5,2023-01-31 00:55:36,"Penggunaan praktis, efektif dan efisien, mantabb pokoknya",penggunaan praktis efektif dan efisien mantabb pokoknya,"['guna', 'praktis', 'efektif', 'efisien', 'mantabb', 'pokok']",penggunaan praktis efektif efisien mantabb pokoknya,14,positive
RONI SETIAWAN,5,2023-01-31 00:53:31,R6.,r,['r'],r,0,neutral
Anggrek Jaya Florist,5,2023-01-31 00:51:16,Allhamdulillah bagus banget,allhamdulillah bagus banget,"['allhamdulillah', 'bagus', 'banget']",allhamdulillah bagus banget,-1,negative
Dars Cool,5,2023-01-31 00:44:38,Harus lebih ditingkatkan lagi untuk keamanan akun,harus lebih ditingkatkan lagi untuk keamanan akun,"['tingkat', 'aman', 'akun']",ditingkatkan keamanan akun,1,positive
sri mahyuni,5,2023-01-31 00:44:19,Sangat memudahkan konsumen,sangat memudahkan konsumen,"['mudah', 'konsumen']",memudahkan konsumen,3,positive
Krisna Juliantari,1,2023-01-31 00:42:19,"Hallo kak, maaf sebelumnya....saya sangat bingung dengan aplikasinya ini, pada saat saya mengisi bagian perekaman video, mengapa terus terusan gak bisa ya kak? Padahal saya sudah mengikuti petunjuk yg diberikan dengan baik...saya sudah berkali2 dalam 3 hari mencoba dan itupun gak ada gangguan jaringan sama sekali....tolong dong kak, bisa dijelaskan ini bagaimana ya?",hallo kak maaf sebelumnyasaya sangat bingung dengan aplikasinya ini pada saat saya mengisi bagian perekaman video mengapa terus terusan gak bisa ya kak padahal saya sudah mengikuti petunjuk yg diberikan dengan baiksaya sudah berkali dalam  hari mencoba dan itupun gak ada gangguan jaringan sama sekalitolong dong kak bisa dijelaskan ini bagaimana ya,"['hallo', 'kak', 'maaf', 'sebelumnyasaya', 'bingung', 'aplikasi', 'isi', 'rekam', 'video', 'terus', 'iya', 'kak', 'ikut', 'tunjuk', 'baiksaya', 'kali', 'coba', 'itu', 'ganggu', 'jaring', 'sekalitolong', 'kak', 'iya']",hallo kak maaf sebelumnyasaya bingung aplikasinya mengisi perekaman video terusan iya kak mengikuti petunjuk baiksaya berkali mencoba itupun gangguan jaringan sekalitolong kak iya,-10,negative
Nur Hasanah,1,2023-01-31 00:40:53,Aduh lagi perlu perlunya suruh update udah di update tetep aja ga bisa ke buka gimana ini,aduh lagi perlu perlunya suruh update udah di update tetep aja ga bisa ke buka gimana ini,"['aduh', 'suruh', 'update', 'update', 'ga', 'buka']",aduh suruh update update ga buka,-4,negative
Vera Nursholekah,1,2023-01-31 00:35:10,"Susah sekali registrasi mbankingnya, harusnya aplikasi ini bisa mempermudah pelanggan,tapi ini malah mempersulit, yang seharusnya bisa registrasi dimana saja tapi ujung""nya juga harus ke banknya, sangat mengecewakan",susah sekali registrasi mbankingnya harusnya aplikasi ini bisa mempermudah pelanggantapi ini malah mempersulit yang seharusnya bisa registrasi dimana saja tapi ujungnya juga harus ke banknya sangat mengecewakan,"['susah', 'registrasi', 'mbankingnya', 'aplikasi', 'mudah', 'pelanggantapi', 'sulit', 'registrasi', 'mana', 'ujung', 'bank', 'kecewa']",susah registrasi mbankingnya aplikasi mempermudah pelanggantapi mempersulit registrasi dimana ujungnya banknya mengecewakan,-7,negative
de vill's Yusron,5,2023-01-31 00:31:07,sogood sonice,sogood sonice,"['sogood', 'sonice']",sogood sonice,0,neutral
Rokhman Rokhim,1,2023-01-31 00:27:13,"Tidak bisa jepret foto,dll, uninstal aja ya bos, aplikasi bikin gemes. Buat registrasi aja susahnya minta ampun",tidak bisa jepret fotodll uninstal aja ya bos aplikasi bikin gemes buat registrasi aja susahnya minta ampun,"['jepret', 'fotodll', 'uninstal', 'iya', 'bos', 'aplikasi', 'bikin', 'gemes', 'registrasi', 'susah', 'ampun']",jepret fotodll uninstal iya bos aplikasi bikin gemes registrasi susahnya ampun,-8,negative
Eka Putri,2,2023-01-31 00:23:13,Tarik tunainya gk bisa. Loading terus,tarik tunainya gk bisa loading terus,"['tarik', 'tunai', 'gk', 'loading']",tarik tunainya gk loading,5,positive
Soni Ichi,1,2023-01-31 00:22:02,Ngk guna,ngk guna,['ngk'],ngk,0,neutral
youtuber pemula,1,2023-01-31 00:09:09,Ini aplikasi apaaan percuma verifikasi wajah kok ngak bisa2 aneh ya aneh lah sebenarnya ini aplikasi niat ngak si buat dipakai kok ngbleng terus kayak ngak ada otaknya😡😡😡,ini aplikasi apaaan percuma verifikasi wajah kok ngak bisa aneh ya aneh lah sebenarnya ini aplikasi niat ngak si buat dipakai kok ngbleng terus kayak ngak ada otaknya,"['aplikasi', 'apaaan', 'verifikasi', 'wajah', 'ngak', 'aneh', 'iya', 'aneh', 'aplikasi', 'niat', 'ngak', 'si', 'pakai', 'ngbleng', 'kayak', 'ngak', 'otak']",aplikasi apaaan verifikasi wajah ngak aneh iya aneh aplikasi niat ngak si dipakai ngbleng kayak ngak otaknya,-11,negative
Siti Rochana,5,2023-01-31 00:08:31,"Saya selalu menggunakan brimo, cepat dan mempermudah urusan, terimakasih",saya selalu menggunakan brimo cepat dan mempermudah urusan terimakasih,"['brimo', 'cepat', 'mudah', 'urus', 'terimakasih']",brimo cepat mempermudah urusan terimakasih,8,positive
Andrianto Anto,5,2023-01-31 00:05:59,Tidak bisa diunduh knp,tidak bisa diunduh knp,['unduh'],diunduh,0,neutral
Rifal Rahmatu,5,2023-01-31 00:04:05,Iyo nagaya apk Miu nagampa RI pake,iyo nagaya apk miu nagampa ri pake,"['iya', 'nagaya', 'apk', 'miu', 'nagampa', 'ri', 'pakai']",iya nagaya apk miu nagampa ri pakai,0,neutral
Mastofa Aje,5,2023-01-31 00:02:11,Cara nonaktifkan sms notifikasi BRI gmna y,cara nonaktifkan sms notifikasi bri gmna y,"['nonaktif', 'sms', 'notifikasi', 'bri', 'gmna', 'ya']",nonaktifkan sms notifikasi bri gmna ya,4,positive
yustinus tombi,1,2023-01-30 23:58:52,Tdk ada menu lupa pasword,tdk ada menu lupa pasword,"['menu', 'lupa', 'pasword']",menu lupa pasword,-2,negative
Turoji Oji,5,2023-01-30 23:52:53,Very good pokonamah,very good pokonamah,"['very', 'good', 'pokonamah']",very good pokonamah,5,positive
Arey Luiz Nazario,5,2023-01-30 23:52:07,"Membantu dan responsif, sehingga membuat nyaman namun akan lebih baik joka buat aman seperti proteksi dan keamanan yg sulit biar tidak dibobol oleh pihak yg tidak bertanggung jawab",membantu dan responsif sehingga membuat nyaman namun akan lebih baik joka buat aman seperti proteksi dan keamanan yg sulit biar tidak dibobol oleh pihak yg tidak bertanggung jawab,"['bantu', 'responsif', 'nyaman', 'joka', 'aman', 'proteksi', 'aman', 'sulit', 'biar', 'bobol', 'tanggung']",membantu responsif nyaman joka aman proteksi keamanan sulit biar dibobol bertanggung,-5,negative
Ridho Andi,5,2023-01-30 23:48:19,Mudah dan cepat dalam layanan,mudah dan cepat dalam layanan,"['mudah', 'cepat', 'layan']",mudah cepat layanan,3,positive
Andro Hl,5,2023-01-30 23:47:42,"Untuk pencairan saldo tanpa kartu, mohon dong dibuat juga pencairan kelipatan 50rb. Terimakasih",untuk pencairan saldo tanpa kartu mohon dong dibuat juga pencairan kelipatan rb terimakasih,"['cair', 'saldo', 'kartu', 'mohon', 'cair', 'kelipat', 'rb', 'terimakasih']",pencairan saldo kartu mohon pencairan kelipatan rb terimakasih,5,positive
QQ nanime,5,2023-01-30 23:40:53,Aplikasi bagus memudahkan nasabah,aplikasi bagus memudahkan nasabah,"['aplikasi', 'bagus', 'mudah', 'nasabah']",aplikasi bagus memudahkan nasabah,1,positive
Arif Rahman Hakim,5,2023-01-30 23:40:33,"yang pada mgasih rating 1, mreka yg ga ngerti apa gmana dah. ini simpel & oke. kalau masalah regis diprsulit, itu hal wajar. ini bank woi, bukan pinjol. wajar lbih tliti dlm regis tuk mnjaga keamanan dr pihak Bank. malah dihebohin diprsulit regis. mau yg mudah pinjol aja sana regisnya",yang pada mgasih rating  mreka yg ga ngerti apa gmana dah ini simpel  oke kalau masalah regis diprsulit itu hal wajar ini bank woi bukan pinjol wajar lbih tliti dlm regis tuk mnjaga keamanan dr pihak bank malah dihebohin diprsulit regis mau yg mudah pinjol aja sana regisnya,"['mgasih', 'rating', 'mreka', 'ga', 'erti', 'deh', 'simpel', 'oke', 'regis', 'diprsulit', 'wajar', 'bank', 'woi', 'pinjol', 'wajar', 'lbih', 'tliti', 'regis', 'tuk', 'mnjaga', 'aman', 'dr', 'bank', 'dihebohin', 'diprsulit', 'regis', 'mudah', 'pinjol', 'regisnya']",mgasih rating mreka ga mengerti deh simpel oke regis diprsulit wajar bank woi pinjol wajar lbih tliti regis tuk mnjaga keamanan dr bank dihebohin diprsulit regis mudah pinjol regisnya,4,positive
Randy wellahabolat,5,2023-01-30 23:35:37,"Good, lebih simpel lebih muda.",good lebih simpel lebih muda,"['good', 'simpel', 'muda']",good simpel muda,6,positive
Syafrudin Aisli,5,2023-01-30 23:25:32,Klo bisa transaksi pulsanya bisa 5k atau 10k trmksih,klo bisa transaksi pulsanya bisa k atau k trmksih,"['transaksi', 'pulsa', 'trmksih']",transaksi pulsanya trmksih,1,positive
Gimanto,5,2023-01-30 23:22:38,"Sangat membantu apknya,semngt berbenah lagi",sangat membantu apknyasemngt berbenah lagi,"['bantu', 'apknyasemngt', 'benah']",membantu apknyasemngt berbenah,-1,negative
Andrian 12,3,2023-01-30 23:17:56,Saya pengguna baru. Mau nyoba tranfer kok gak bisa terus ya..,saya pengguna baru mau nyoba tranfer kok gak bisa terus ya,"['guna', 'nyoba', 'tranfer', 'iya']",pengguna nyoba tranfer iya,1,positive
Amrye Sahora,3,2023-01-30 23:14:12,BRImo ku ga bisa di buka,brimo ku ga bisa di buka,"['brimo', 'ku', 'ga', 'buka']",brimo ku ga buka,0,neutral
Yamto Simon,5,2023-01-30 23:12:57,Mantap aplikasinya sangat membantu dan juga bisa tarik tunai tanpa ATM👍👍👍,mantap aplikasinya sangat membantu dan juga bisa tarik tunai tanpa atm,"['mantap', 'aplikasi', 'bantu', 'tarik', 'tunai', 'atm']",mantap aplikasinya membantu tarik tunai atm,5,positive
Mbak Sri,1,2023-01-30 23:09:27,aplikasi tidak berguna justru semakin mempersulit penggunanya.,aplikasi tidak berguna justru semakin mempersulit penggunanya,"['aplikasi', 'guna', 'sulit', 'guna']",aplikasi berguna mempersulit penggunanya,-2,negative
Silvina Elva Amalia,1,2023-01-30 23:00:00,"Kartu atm gk ada stok terus disuruh buat brimo, tp kok makin menyusahkan",kartu atm gk ada stok terus disuruh buat brimo tp kok makin menyusahkan,"['kartu', 'atm', 'gk', 'stok', 'suruh', 'brimo', 'susah']",kartu atm gk stok disuruh brimo menyusahkan,-8,negative
Riana J Puasa,5,2023-01-30 22:57:17,trimakasih brimo.memudahkan sekali,trimakasih brimomemudahkan sekali,"['trimakasih', 'brimomemudahkan']",trimakasih brimomemudahkan,4,positive
Syafrieky,5,2023-01-30 22:55:43,okeee,okeee,['okeee'],okeee,0,neutral
Bahrun Laturua,4,2023-01-30 22:46:16,Belum bisa pembayaran tagihan lain....,belum bisa pembayaran tagihan lain,"['bayar', 'tagih']",pembayaran tagihan,-5,negative
Tri Yuliani,1,2023-01-30 22:37:19,"Mohon maaf ini aplikasi brimo gimana sih, kok tambah jelek banget...mau login gak bisa"" alasanya koneksi gak ada terus...padahal buat buka aplikasi yg lain aja bisa lancar, cuma brimo aja yg gak bisa...mohon diperbaiki terima kasih.",mohon maaf ini aplikasi brimo gimana sih kok tambah jelek bangetmau login gak bisa alasanya koneksi gak ada teruspadahal buat buka aplikasi yg lain aja bisa lancar cuma brimo aja yg gak bisamohon diperbaiki terima kasih,"['mohon', 'maaf', 'aplikasi', 'brimo', 'sih', 'jelek', 'bangetmau', 'login', 'alasanya', 'koneksi', 'teruspadahal', 'buka', 'aplikasi', 'lancar', 'brimo', 'bisamohon', 'baik', 'terima', 'kasih']",mohon maaf aplikasi brimo sih jelek bangetmau login alasanya koneksi teruspadahal buka aplikasi lancar brimo bisamohon diperbaiki terima kasih,-9,negative
BLM,5,2023-01-30 22:34:58,Aplikasi keren. Memudahkan aktivitas,aplikasi keren memudahkan aktivitas,"['aplikasi', 'keren', 'mudah', 'aktivitas']",aplikasi keren memudahkan aktivitas,-1,negative
Naifa Fadhiyah,4,2023-01-30 22:32:49,Selama aku pakai brimo fine fine aja.. dan aku seneng aktifitas ku jadi lebih mudah dlm bertransaksi...,selama aku pakai brimo fine fine aja dan aku seneng aktifitas ku jadi lebih mudah dlm bertransaksi,"['pakai', 'brimo', 'fine', 'fine', 'neng', 'aktifitas', 'ku', 'mudah', 'transaksi']",pakai brimo fine fine seneng aktifitas ku mudah bertransaksi,17,positive
Nasaruddin N,5,2023-01-30 22:23:33,"Sangat membantu segala keperluan, hanya perlu di tingkatkan keamanannya",sangat membantu segala keperluan hanya perlu di tingkatkan keamanannya,"['bantu', 'perlu', 'tingkat', 'aman']",membantu keperluan tingkatkan keamanannya,2,positive
Susi Desianti,5,2023-01-30 22:19:20,Sangat mudah dan sangat membantu saat digunakan,sangat mudah dan sangat membantu saat digunakan,"['mudah', 'bantu']",mudah membantu,2,positive
Khabib Muson,5,2023-01-30 21:49:11,"Lebih dari 3 tahun saya menggunakan BRImo, dan sepanjang itu tidak ada masalah....malah sangat membantu sekali...",lebih dari  tahun saya menggunakan brimo dan sepanjang itu tidak ada masalahmalah sangat membantu sekali,"['brimo', 'masalahmalah', 'bantu']",brimo masalahmalah membantu,-1,negative
